stock_code,stock_name,review_universe_source,source_file,source_type,source_title,research_only,used_for_signal,used_for_admission
000977,浪潮信息,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/000977_浪潮信息_2025-08-27_半年报_2025年半年度报告_1224584510.pdf,interim_report,2025年半年度报告,True,False,False
000977,浪潮信息,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/000977_浪潮信息_2026-04-11_年报_2025年年度报告_1225096638.pdf,annual_report,2025年年度报告,True,False,False
000977,浪潮信息,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/000977_浪潮信息_2026-05-09_日常经营_关于选举职工代表董事的公告_1225286944.pdf,announcement,关于选举职工代表董事的公告,True,False,False
000997,新 大 陆,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/000997_新 大 陆_2025-08-26_半年报_2025年半年度报告_1224570931.pdf,interim_report,2025年半年度报告,True,False,False
000997,新 大 陆,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/000997_新 大 陆_2026-04-25_年报_2025年年度报告_1225184535.pdf,annual_report,2025年年度报告,True,False,False
000997,新 大 陆,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/000997_新 大 陆_2026-06-12_日常经营_关于举办2025年度暨2026年第一季度业绩说明会的公告_1225364280.pdf,announcement,关于举办2025年度暨2026年第一季度业绩说明会的公告,True,False,False
001267,汇绿生态,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/001267_汇绿生态_2025-08-26_半年报_2025年半年度报告_1224567514.pdf,interim_report,2025年半年度报告,True,False,False
001267,汇绿生态,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/001267_汇绿生态_2026-04-03_年报_2025年年度报告_1225076556.pdf,annual_report,2025年年度报告,True,False,False
001267,汇绿生态,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/001267_汇绿生态_2026-07-04_日常经营_关于开展外汇套期保值业务的可行性分析报告_1225407922.pdf,announcement,关于开展外汇套期保值业务的可行性分析报告,True,False,False
001309,德明利,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_false_negative_rescue_primary_source_backfill_v1/cninfo_primary_source_pdfs/001309_德明利_2025-08-22_半年报_2025年半年度报告_1224536601.pdf,interim_report,2025年半年度报告,True,False,False
001309,德明利,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_false_negative_rescue_primary_source_backfill_v1/cninfo_primary_source_pdfs/001309_德明利_2026-02-28_年报_2025年年度报告_1224989020.pdf,annual_report,2025年年度报告,True,False,False
001309,德明利,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_false_negative_rescue_primary_source_backfill_v1/cninfo_primary_source_pdfs/001309_德明利_2026-07-03_日常经营_关于续聘2026年度会计师事务所的公告_1225406061.pdf,announcement,关于续聘2026年度会计师事务所的公告,True,False,False
001389,广合科技,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_data_gap_primary_source_backfill_v1/cninfo_primary_source_pdfs/001389_广合科技_2025-08-22_半年报_2025年半年度报告_1224530722.pdf,interim_report,2025年半年度报告,True,False,False
001389,广合科技,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_data_gap_primary_source_backfill_v1/cninfo_primary_source_pdfs/001389_广合科技_2026-03-28_年报_2025年年度报告_1225044663.pdf,annual_report,2025年年度报告,True,False,False
001389,广合科技,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_data_gap_primary_source_backfill_v1/cninfo_primary_source_pdfs/001389_广合科技_2026-06-23_日常经营_前次募集资金使用情况鉴证报告_1225381154.pdf,announcement,前次募集资金使用情况鉴证报告,True,False,False
002006,精工科技,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002006_精工科技_2025-08-16_半年报_2025年半年度报告_1224497735.pdf,interim_report,2025年半年度报告,True,False,False
002006,精工科技,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002006_精工科技_2026-04-18_年报_2025年年度报告_1225115471.pdf,annual_report,2025年年度报告,True,False,False
002006,精工科技,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002006_精工科技_2026-06-26_日常经营_关于独立董事辞职暨完成独立董事补选的公告_1225387413.pdf,announcement,关于独立董事辞职暨完成独立董事补选的公告,True,False,False
002008,大族激光,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/002008_大族激光_2025-08-26_半年报_2025年半年度报告_1224573139.pdf,interim_report,2025年半年度报告,True,False,False
002008,大族激光,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/002008_大族激光_2026-04-17_年报_2025年年度报告_1225114033.pdf,annual_report,2025年年度报告,True,False,False
002008,大族激光,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/002008_大族激光_2026-06-26_日常经营_关于调整高级管理人员范围并修订《公司章程》的公告_1225389086.pdf,announcement,关于调整高级管理人员范围并修订《公司章程》的公告,True,False,False
002025,航天电器,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_collection_batch1_v1/cninfo_primary_source_pdfs/002025_航天电器_2025-08-22_半年报_2025年半年度报告_1224534378.pdf,interim_report,2025年半年度报告,True,False,False
002025,航天电器,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_collection_batch1_v1/cninfo_primary_source_pdfs/002025_航天电器_2026-03-31_年报_2025年年度报告_1225054265.pdf,annual_report,2025年年度报告,True,False,False
002025,航天电器,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_collection_batch1_v1/cninfo_primary_source_pdfs/002025_航天电器_2026-07-01_日常经营_贵州航天电器股份有限公司关于控股子公司接受关联方财务资助暨签署借款展期协议的公告_1225399442.pdf,announcement,贵州航天电器股份有限公司关于控股子公司接受关联方财务资助暨签署借款展期协议的公告,True,False,False
002028,思源电气,v5_targeted_hydrated,/Users/xiwei/stock_research/outputs/research/data_to_brief_docling_30_stock_batch_pilot_v1/source_acquisition/yanbaoke_pdfs/2024-04-19-深交所-思源电气_2023年年度报告_300页_12mb.pdf,local_pdf,2024-04-19-深交所-思源电气_2023年年度报告_300页_12mb.pdf,True,False,False
002074,国轩高科,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_collection_batch1_v1/cninfo_primary_source_pdfs/002074_国轩高科_2025-08-30_半年报_2025年半年度报告_1224628140.pdf,interim_report,2025年半年度报告,True,False,False
002074,国轩高科,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_collection_batch1_v1/cninfo_primary_source_pdfs/002074_国轩高科_2026-04-29_年报_2025年年度报告_1225254220.pdf,annual_report,2025年年度报告,True,False,False
002074,国轩高科,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_collection_batch1_v1/cninfo_primary_source_pdfs/002074_国轩高科_2026-07-04_日常经营_关于全资子公司出售股票资产情况的公告_1225408055.pdf,announcement,关于全资子公司出售股票资产情况的公告,True,False,False
002121,科陆电子,v5_targeted_hydrated,/Users/xiwei/stock_research/outputs/research/data_to_brief_docling_90_stock_pdf_acquisition_v1/yanbaoke_pdfs/2021-08-27-深交所-科陆电子_2021年半年度报告_209页_1mb.pdf,local_pdf,2021-08-27-深交所-科陆电子_2021年半年度报告_209页_1mb.pdf,True,False,False
002153,石基信息,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002153_石基信息_2025-08-28_半年报_2025年半年度报告_1224592561.pdf,interim_report,2025年半年度报告,True,False,False
002153,石基信息,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002153_石基信息_2026-03-26_年报_2025年年度报告_1225032378.pdf,annual_report,2025年年度报告,True,False,False
002153,石基信息,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002153_石基信息_2026-07-02_日常经营_关于发行股份购买资产报告书（草案）（注册稿）修订说明的公告_1225403611.pdf,announcement,关于发行股份购买资产报告书（草案）（注册稿）修订说明的公告,True,False,False
002156,通富微电,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_data_gap_primary_source_backfill_v1/cninfo_primary_source_pdfs/002156_通富微电_2025-08-29_半年报_2025年半年度报告_1224607849.pdf,interim_report,2025年半年度报告,True,False,False
002156,通富微电,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_data_gap_primary_source_backfill_v1/cninfo_primary_source_pdfs/002156_通富微电_2026-04-17_年报_2025年年度报告_1225112762.pdf,annual_report,2025年年度报告,True,False,False
002156,通富微电,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_data_gap_primary_source_backfill_v1/cninfo_primary_source_pdfs/002156_通富微电_2026-06-26_日常经营_关于持股5%以上股东股份变动比例触及5%整数倍暨披露权益变动报告书的提示性公告_1225388684.pdf,announcement,关于持股5%以上股东股份变动比例触及5%整数倍暨披露权益变动报告书的提示性公告,True,False,False
002169,智光电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/002169_智光电气_2025-08-23_半年报_2025年半年度报告_1224555387.pdf,interim_report,2025年半年度报告,True,False,False
002169,智光电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/002169_智光电气_2026-04-15_年报_2025年年度报告_1225103142.pdf,annual_report,2025年年度报告,True,False,False
002169,智光电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/002169_智光电气_2026-06-06_日常经营_关于公司及子公司向银行等金融机构申请综合授信额度及担保事项的进展公告_1225353558.pdf,announcement,关于公司及子公司向银行等金融机构申请综合授信额度及担保事项的进展公告,True,False,False
002171,楚江新材,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/002171_楚江新材_2025-08-28_半年报_2025年半年度报告_1224590761.pdf,interim_report,2025年半年度报告,True,False,False
002171,楚江新材,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/002171_楚江新材_2026-04-25_年报_2025年年度报告_1225181815.pdf,annual_report,2025年年度报告,True,False,False
002171,楚江新材,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/002171_楚江新材_2026-07-01_日常经营_安徽楚江科技新材料股份有限公司关于控股子公司拟终止向不特定合格投资者公开发行股票并在北京证券交易所上市申请并撤回申请文件的公告_1225399146.pdf,announcement,安徽楚江科技新材料股份有限公司关于控股子公司拟终止向不特定合格投资者公开发行股票并在北京证券交易所上市申请并撤回申请文件的公告,True,False,False
002176,江特电机,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/002176_江特电机_2025-08-22_半年报_2025年半年度报告_1224531239.pdf,interim_report,2025年半年度报告,True,False,False
002176,江特电机,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/002176_江特电机_2026-04-29_年报_2025年年度报告_1225240831.pdf,annual_report,2025年年度报告,True,False,False
002176,江特电机,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/002176_江特电机_2026-07-07_日常经营_关于控股股东部分股权解除质押的公告_1225411490.pdf,announcement,关于控股股东部分股权解除质押的公告,True,False,False
002179,中航光电,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_collection_batch1_v1/cninfo_primary_source_pdfs/002179_中航光电_2025-08-30_半年报_2025年半年度报告_1224628246.pdf,interim_report,2025年半年度报告,True,False,False
002179,中航光电,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_collection_batch1_v1/cninfo_primary_source_pdfs/002179_中航光电_2026-03-28_年报_2025年年度报告_1225044952.pdf,annual_report,2025年年度报告,True,False,False
002179,中航光电,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_collection_batch1_v1/cninfo_primary_source_pdfs/002179_中航光电_2026-06-18_日常经营_关于选举职工代表董事及调整董事会部分专业委员会委员的公告_1225376767.pdf,announcement,关于选举职工代表董事及调整董事会部分专业委员会委员的公告,True,False,False
002182,宝武镁业,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/002182_宝武镁业_2025-08-28_半年报_2025年半年度报告_1224596935.pdf,interim_report,2025年半年度报告,True,False,False
002182,宝武镁业,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/002182_宝武镁业_2026-04-29_年报_2025年年度报告_1225223859.pdf,annual_report,2025年年度报告,True,False,False
002182,宝武镁业,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/002182_宝武镁业_2026-04-29_日常经营_关于续聘会计师事务所的公告_1225223895.pdf,announcement,关于续聘会计师事务所的公告,True,False,False
002185,华天科技,v5_targeted_hydrated,/Users/xiwei/stock_research/outputs/research/data_to_brief_docling_90_stock_pdf_acquisition_v1/yanbaoke_pdfs/2021-08-27-深交所-华天科技_2021年半年度报告_158页_2mb.pdf,local_pdf,2021-08-27-深交所-华天科技_2021年半年度报告_158页_2mb.pdf,True,False,False
002222,福晶科技,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_likely_core_36_primary_source_backfill_v1/cninfo_primary_source_pdfs/002222_福晶科技_2025-08-28_半年报_2025年半年度报告_1224586966.pdf,interim_report,2025年半年度报告,True,False,False
002222,福晶科技,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_likely_core_36_primary_source_backfill_v1/cninfo_primary_source_pdfs/002222_福晶科技_2026-04-29_年报_2025年年度报告_1225227139.pdf,annual_report,2025年年度报告,True,False,False
002222,福晶科技,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_likely_core_36_primary_source_backfill_v1/cninfo_primary_source_pdfs/002222_福晶科技_2026-04-29_日常经营_关于拟续聘会计师事务所的公告_1225227164.pdf,announcement,关于拟续聘会计师事务所的公告,True,False,False
002230,科大讯飞,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002230_科大讯飞_2025-08-22_半年报_2025年半年度报告_1224535261.pdf,interim_report,2025年半年度报告,True,False,False
002230,科大讯飞,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002230_科大讯飞_2026-04-29_年报_2025年年度报告_1225233581.pdf,annual_report,2025年年度报告,True,False,False
002230,科大讯飞,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002230_科大讯飞_2026-06-22_日常经营_董事会关于会计估计变更合理性的说明_1225378400.pdf,announcement,董事会关于会计估计变更合理性的说明,True,False,False
002281,光迅科技,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_likely_core_36_primary_source_backfill_v1/cninfo_primary_source_pdfs/002281_光迅科技_2025-08-28_半年报_2025年半年度报告_1224600367.pdf,interim_report,2025年半年度报告,True,False,False
002281,光迅科技,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_likely_core_36_primary_source_backfill_v1/cninfo_primary_source_pdfs/002281_光迅科技_2026-04-23_年报_2025年年度报告_1225148212.pdf,annual_report,2025年年度报告,True,False,False
002281,光迅科技,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_likely_core_36_primary_source_backfill_v1/cninfo_primary_source_pdfs/002281_光迅科技_2026-07-07_日常经营_武汉光迅科技股份有限公司关于授权公司管理层启动公司境外发行股份（H股）并在香港联合交易所有限公司上市相关筹备工作的提示性公告_1225411868.pdf,announcement,武汉光迅科技股份有限公司关于授权公司管理层启动公司境外发行股份（H股）并在香港联合交易所有限公司上市相关筹备工作的提示性公告,True,False,False
002322,理工能科,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002322_理工能科_2025-08-22_半年报_2025年半年度报告_1224532616.pdf,interim_report,2025年半年度报告,True,False,False
002322,理工能科,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002322_理工能科_2026-03-31_年报_2025年年度报告_1225054909.pdf,annual_report,2025年年度报告,True,False,False
002322,理工能科,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002322_理工能科_2026-05-27_日常经营_关于为全资子公司提供担保额度的进展公告_1225330304.pdf,announcement,关于为全资子公司提供担保额度的进展公告,True,False,False
002324,普利特,v5_targeted_hydrated,/Users/xiwei/stock_research/outputs/research/data_to_brief_docling_90_stock_pdf_acquisition_v1/yanbaoke_pdfs/2021-08-05-深交所-普利特_2021年半年度报告_165页_2mb.pdf,local_pdf,2021-08-05-深交所-普利特_2021年半年度报告_165页_2mb.pdf,True,False,False
002335,科华数据,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002335_科华数据_2025-08-30_半年报_2025年半年度报告_1224622984.pdf,interim_report,2025年半年度报告,True,False,False
002335,科华数据,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002335_科华数据_2026-04-27_年报_2025年年度报告_1225194937.pdf,annual_report,2025年年度报告,True,False,False
002335,科华数据,v7_proposal_new,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_manual_review_standard_collection_v1/cninfo_primary_source_pdfs/002335_科华数据_2026-04-27_日常经营_2025年度商誉减值测试报告_1225194972.pdf,announcement,2025年度商誉减值测试报告,True,False,False
002353,杰瑞股份,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/002353_杰瑞股份_2025-08-07_半年报_2025年半年度报告_1224413291.pdf,interim_report,2025年半年度报告,True,False,False
002353,杰瑞股份,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_expansion_queue_primary_source_backfill_v1/cninfo_primary_source_pdfs/002353_杰瑞股份_2026-04-17_年报_2025年年度报告_1225113312.pdf,annual_report,2025年年度报告,True,False,False
