stock_code,stock_name,review_universe_source,current_layer_status,manual_approval_status,frontend_review_status,evidence_count,page_citation_count,source_pdf_count,primary_source_supported,hard_tech_domain,supply_chain_role_hint,business_relevance_hint,bottleneck_or_chokepoint_hint,concept_pollution_risk,route_around_or_substitution_risk,value_capture_risk,disconfirmation_trigger,next_primary_source_to_check,strongest_primary_source_claim,weakest_or_riskiest_claim,evidence_summary_for_review,reviewer_decision,reviewer_note,used_for_signal,used_for_admission,auto_added_to_quality_pool,industry,concept_tags,evidence_strength,bottleneck_relevance,source_group,previous_tier,bottleneck_confidence_score,evidence_quality_score
300655,晶瑞电材,v5_hydrated,expansion_core_equivalent_quality_pool,pending_manual_approval,pending_review,72,25,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,晶瑞电子材料股份有限公司 2025 年半年度报告全文 12 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）主营业务 公司是国内电子材料龙头企业，深耕半导体和新能源两个应用领域。产品应用于半导体、锂电池、显示面板和光伏 太阳能电池行业的光刻、显影、蚀刻、清洗、去膜、浆料制备等工艺环节。 （二）主要产品及用途 1、高纯湿化学品 公司高纯湿化学品主要用于半导体晶圆厂前道工序中的蚀刻、清洗、去膜等环节。公司拥有半导体 G5 级高纯双氧 水、高纯硫酸、高纯氨水、高纯异丙醇、高纯盐酸、高纯硝酸、高纯 NMP,晶瑞电子材料股份有限公司 2025 年半年度报告全文 12 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）主营业务 公司是国内电子材料龙头企业，深耕半导体和新能源两个应用领域。产品应用于半导体、锂电池、显示面板和光伏 太阳能电池行业的光刻、显影、蚀刻、清洗、去膜、浆料制备等工艺环节。 （二）主要产品及用途 1、高纯湿化学品 公司高纯湿化学品主要用于半导体晶圆厂前道工序中的蚀刻、清洗、去膜等环节。公司拥有半导体 G5 级高纯双氧 水、高纯硫酸、高纯氨水、高纯异丙醇、高纯盐酸、高纯硝酸、高纯 NMP,evidence=72; page_citations=25; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,化学原料和化学制品制造业,半导体 / 半导体材料 / bottleneck / expansion_core_equivalent_quality_pool,strong,core,expansion_2025_doubler_discovered,Tier B,89,72
300656,民德电子,v5_hydrated,latent_core_equivalent_quality_pool,pending_manual_approval,pending_review,77,31,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,深圳市民德电子科技股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）公司的主要业务和产品 报告期内，公司主要从事 AiDC 设备的研发、生产和销售业务，以及功率半导体晶圆代工、设计和分销业务。 1、AiDC 业务 公司 AiDC（Artificial Intelligence for Data Capture，应用人工智能进行数据采集）业务，致力于人工智能在数据采集 领域的应用推广，以 AI+CIS 的机器视觉技术平台，为汽车产业、3C、生物医疗检测设备,深圳市民德电子科技股份有限公司 2025 年半年度报告全文 11 （3）电子元器件分销业务 全资子公司泰博迅睿公司主要从事电子元器件分销业务，其主要经营模式：向上游电子元器件制造商原厂购入各类 规格型号的电子元器件，并通过自身的分销渠道，为下游各个领域的行业领先客户提供其研发、生产所需的各种电子元 器件及相应解决方案。 此外，泰博迅睿公司基于现有业务资源，开拓新能源动力和储能电池业务，上游与电池厂商建立长期业务合作，为 下游各类储能市场客户提供动力和储能电池产品及相应解决方案。 （三）公司所处行业情况 1、AiDC,evidence=77; page_citations=31; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,计算机、通信和其他电子设备制造业,半导体 / 功率器件/IGBT/SiC/GaN / bottleneck / latent_core_equivalent_quality_pool,strong,core,latent_primary_source_backfill_batch1_rerun_v2,Tier B,90,78
300731,科创新源,v5_hydrated,internal_quality_pool,pending_manual_approval,pending_review,72,28,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,low,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,深圳科创新源新材料股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）报告期内公司所属行业的发展情况以及所从事的主要业务、主要产品及其用途 公司是一家致力于以自主创新、独立研发为基础的国家级高新技术企业。报告期内，公司主要业务为高分子材料产 品及热管理系统产品的研发、生产及销售，产品可广泛应用于通信、电力、传统家电及汽车、新能源汽车、储能和数据 中心等领域。其中高分子材料业务以公司、公司控股子公司无锡昆成及芜湖祥路为主要实施主体，热管理系统业务以公 司控股,"深圳科创新源新材料股份有限公司 2025 年半年度报告全文 13 报告期内，公司主营业务为高分子材料产品及热管理系统产品的研发、生产及销售，产品线涵盖通信、电力、传统 家电及汽车、新能源汽车、储能和数据中心等业务领域。 1、高分子材料领域 在高分子材料领域，公司依托多年来在高分子材料配方和工艺上的深厚积累以及大客户资源，主要开展防水密封材 料、防 火绝缘材料 、防潮封堵材 料等业务。 报告期内， 公司高分子 材料业务保持 稳健发展， 合计实 现营业收入 22,942.24 万元，较去年同期增长 6.04%。 （1）",evidence=72; page_citations=28; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,橡胶和塑料制品业,其他战略性关键环节 / 国产替代/供应链约束 / bottleneck / internal_quality_pool,strong,core,canonical_90_internal_manual_review,Tier A,89,75
300747,锐科激光,v5_hydrated,expansion_core_equivalent_quality_pool,pending_manual_approval,pending_review,56,21,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,武汉锐科光纤激光技术股份有限公司 2025 年半年度报告全文 10 （1）行业标准制定 2025 年上半年锐科激光牵头制定多项团体标准，包括《连续泵浦半导体激光器技术要求》《激光智能焊接装备通用 技术要求》《超高功率工业级光纤激光器技术规范》等。行业标准覆盖激光核心器件、智能装备及测试方法，提升了公 司在激光领域的技术话语权，加速产业链协同创新。 （2）全波段、高功率激光器新品发布 公司工业级半导体直接泵浦单模万瓦激光器作为国家重点研发项目成果，创新性采用圆形改性双包层增益光纤，解 决了非线性拉曼效应难题，器件完全,武汉锐科光纤激光技术股份有限公司 2025 年半年度报告全文 10 （1）行业标准制定 2025 年上半年锐科激光牵头制定多项团体标准，包括《连续泵浦半导体激光器技术要求》《激光智能焊接装备通用 技术要求》《超高功率工业级光纤激光器技术规范》等。行业标准覆盖激光核心器件、智能装备及测试方法，提升了公 司在激光领域的技术话语权，加速产业链协同创新。 （2）全波段、高功率激光器新品发布 公司工业级半导体直接泵浦单模万瓦激光器作为国家重点研发项目成果，创新性采用圆形改性双包层增益光纤，解 决了非线性拉曼效应难题，器件完全,evidence=56; page_citations=21; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,计算机、通信和其他电子设备制造业,光电与通信 / 光互联/光芯片 / bottleneck / expansion_core_equivalent_quality_pool,strong,core,expansion_2025_doubler_discovered,Tier B,88,66
300751,迈为股份,v5_hydrated,expansion_core_equivalent_quality_pool,pending_manual_approval,pending_review,77,31,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,苏州迈为科技股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）行业所属分类及行业发展情况 根据中国证监会《上市公司行业分类指引》的分类标准，公司所在行业为大类“C 制造业”中的专用设备制造业， 行业分类代码为 C35； 根据国务院发布的《国务院关于加快培育和发展战略性新兴产业的决定》以及《“十三五”国家战略性新兴产业发 展规划》，公司隶属于七大战略新兴产业中高端装备制造业重点发展方向之一的：智能制造装备行业； 公司主营业务产品下游应用领域为光伏、显示和集,苏州迈为科技股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）行业所属分类及行业发展情况 根据中国证监会《上市公司行业分类指引》的分类标准，公司所在行业为大类“C 制造业”中的专用设备制造业， 行业分类代码为 C35； 根据国务院发布的《国务院关于加快培育和发展战略性新兴产业的决定》以及《“十三五”国家战略性新兴产业发 展规划》，公司隶属于七大战略新兴产业中高端装备制造业重点发展方向之一的：智能制造装备行业； 公司主营业务产品下游应用领域为光伏、显示和集,evidence=77; page_citations=31; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,专用设备制造业,其他战略性关键环节 / 国产替代/供应链约束 / bottleneck / expansion_core_equivalent_quality_pool,strong,core,expansion_2025_doubler_discovered,Tier B,90,78
300757,罗博特科,v5_hydrated,expansion_core_equivalent_quality_pool,pending_manual_approval,pending_review,85,37,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,罗博特科智能科技股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）主营业务及主要产品 公司是一家研制工业自动化设备、工业执行系统软件、高效电池解决方案和光电子及半导体自动化封测设备的高新 技术企业。公司以“清洁能源+泛半导体”双轮驱动为核心战略，构建了集研发、设计、装配、测试、销售和服务于一体的 完整产品体系。本报告期内，公司成功收购全球光电子及半导体自动化封装和测试领域领先的设备制造商 ficonTEC，深 化光电子及半导体领域业务布局。 在清洁能源领,罗博特科智能科技股份有限公司 2025 年半年度报告全文 11 ficonTEC 采购的原材料主要包括电子元器件以及机械元器件。采购的具体流程为：采购部门从设计部门获取材料清 单，采购人员向供应商询价并下单进行采购，原材料到库前由技术质量部和仓库管理员进行采购物资的清点、验收和入 库工作，并最终将其登记到存货管理系统。ficonTEC 与主要供应商保持长期友好合作关系，原材料供应稳定。 （2）生产模式 ficonTEC 采取自主生产和外协加工相结合的生产模式。生产工序主要包括硬件设备的生产制造和应用处理程序的嵌 入,evidence=85; page_citations=37; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,专用设备制造业,光电与通信 / 光互联/光芯片 / bottleneck / expansion_core_equivalent_quality_pool,strong,core,expansion_2025_doubler_discovered,Tier B,91,83
300769,德方纳米,v5_hydrated,latent_standard_core_equivalent_quality_pool,pending_manual_approval,pending_review,57,24,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,"深圳市德方纳米科技股份有限公司 2025 年半年度报告全文 11 池及动力磷酸铁锂电池的高增长是带动磷酸铁锂材料出货增长的核心因素。 随着海外市场对磷酸铁锂接 受度的不断提升，磷酸铁锂材料出口同比快速增长，根据海关总署数据，2025 年 1-6 月，磷酸铁锂正极材 料出口 7,309.74 吨，同比增长 855.16%。 正极材料作为新能源汽车和储能电池的核心组成部分，其技术路线的分化在 2025 年上半年尤为明显。 磷酸铁锂材料因其安全性高、成本低的优势，在储能和新能源汽车市场占据主导地位。 一方面，正极材 料的","深圳市德方纳米科技股份有限公司 2025 年半年度报告全文 11 池及动力磷酸铁锂电池的高增长是带动磷酸铁锂材料出货增长的核心因素。 随着海外市场对磷酸铁锂接 受度的不断提升，磷酸铁锂材料出口同比快速增长，根据海关总署数据，2025 年 1-6 月，磷酸铁锂正极材 料出口 7,309.74 吨，同比增长 855.16%。 正极材料作为新能源汽车和储能电池的核心组成部分，其技术路线的分化在 2025 年上半年尤为明显。 磷酸铁锂材料因其安全性高、成本低的优势，在储能和新能源汽车市场占据主导地位。 一方面，正极材 料的",evidence=57; page_citations=24; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,计算机、通信和其他电子设备制造业,能源与电力电子关键环节 / 电网/能源基础设施 / bottleneck / latent_standard_core_equivalent_quality_pool,strong,core,latent_standard_primary_source_backfilled,Tier B,89,68
300776,帝尔激光,v5_hydrated,expansion_core_equivalent_quality_pool,pending_manual_approval,pending_review,54,21,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,武汉帝尔激光科技股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）主营业务 公司主营业务为精密激光加工解决方案的设计及其配套设备的研发、生产和销售。公司主要产品为 应用于光伏产业的精密激光加工设备。同时公司正在积极研发消费电子、新型显示和集成电路等领域的 激光加工设备。 （二）主要产品及用途 1、光伏电池激光设备及工艺方案 背接触电池（BC）的激光微刻蚀系列设备，采用公司自研光学匀化技术以及超精细图形控制技术， 实现大面积高精细化蚀刻，该技术替代传统的光,武汉帝尔激光科技股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）主营业务 公司主营业务为精密激光加工解决方案的设计及其配套设备的研发、生产和销售。公司主要产品为 应用于光伏产业的精密激光加工设备。同时公司正在积极研发消费电子、新型显示和集成电路等领域的 激光加工设备。 （二）主要产品及用途 1、光伏电池激光设备及工艺方案 背接触电池（BC）的激光微刻蚀系列设备，采用公司自研光学匀化技术以及超精细图形控制技术， 实现大面积高精细化蚀刻，该技术替代传统的光,evidence=54; page_citations=21; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,专用设备制造业,新材料 / AI服务器PCB/HBM材料 / bottleneck / expansion_core_equivalent_quality_pool,strong,core,expansion_2025_doubler_discovered,Tier B,88,66
300777,中简科技,v5_hydrated,latent_standard_core_equivalent_quality_pool,pending_manual_approval,pending_review,52,20,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,中简科技股份有限公司 2025 年半年度报告全文 10 期使用的原辅料采购必须在《合格供方名录》中选择，其他一般原辅料，采购部可采取询价比较的方式选择供应商。目 前，公司已与主要原辅料供货商建立了长期稳定的合作关系。 2）生产模式 因公司产品主要用于航空航天领域，碳纤维产品性能参数经过长时间实验论证，在客户产品定型之时既已确定，性 能参数不会发生改变，公司碳纤维产品均按照客户订单的要求设计和生产，即订单驱动式生产模式。公司掌握了同一生 产线装备下，生产不同碳纤维产品的技术，具备根据客户要求量身定制的特定碳纤维产品的,中简科技股份有限公司 2025 年半年度报告全文 10 期使用的原辅料采购必须在《合格供方名录》中选择，其他一般原辅料，采购部可采取询价比较的方式选择供应商。目 前，公司已与主要原辅料供货商建立了长期稳定的合作关系。 2）生产模式 因公司产品主要用于航空航天领域，碳纤维产品性能参数经过长时间实验论证，在客户产品定型之时既已确定，性 能参数不会发生改变，公司碳纤维产品均按照客户订单的要求设计和生产，即订单驱动式生产模式。公司掌握了同一生 产线装备下，生产不同碳纤维产品的技术，具备根据客户要求量身定制的特定碳纤维产品的,evidence=52; page_citations=20; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,化学纤维制造业,航空航天与军工电子 / 航空航天/军工电子 / bottleneck / latent_standard_core_equivalent_quality_pool,strong,core,latent_standard_primary_source_backfilled,Tier B,88,64
300836,佰奥智能,v5_hydrated,false_negative_rescue_core_equivalent_quality_pool,pending_manual_approval,pending_review,52,26,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,昆山佰奥智能装备股份有限公司 2025 年半年度报告全文 10 性优势凸显。产品的机器视觉对位及机器视觉在识别、测量、机器人测控等方面精准度较高。 产品的柔性化、智能化和数字化，可满足下游客户柔性化的生产趋势，单机之间任意插入或删减单机， 互换性高，各单元采取网络化，总线控制。下游客户产品换型时只需更换互换性模块，产品换型成本低。产 品设置数据采集层、分析执行层、数据存储层和管理存储层四个信息管理层，基于 TCP/IP 的网络通信，通 过 RFID 射频采集模块和扫描采集模块，将生产数据上传至总控，一物一码，实现物,昆山佰奥智能装备股份有限公司 2025 年半年度报告全文 10 性优势凸显。产品的机器视觉对位及机器视觉在识别、测量、机器人测控等方面精准度较高。 产品的柔性化、智能化和数字化，可满足下游客户柔性化的生产趋势，单机之间任意插入或删减单机， 互换性高，各单元采取网络化，总线控制。下游客户产品换型时只需更换互换性模块，产品换型成本低。产 品设置数据采集层、分析执行层、数据存储层和管理存储层四个信息管理层，基于 TCP/IP 的网络通信，通 过 RFID 射频采集模块和扫描采集模块，将生产数据上传至总控，一物一码，实现物,evidence=52; page_citations=26; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,专用设备制造业,高端制造装备 / 专用设备宽口径 / concept_only / false_negative_rescue_core_equivalent_quality_pool,strong,core,false_negative_rescue_backfilled,Excluded,82,69
300843,胜蓝股份,v5_hydrated,data_gap_core_equivalent_quality_pool,pending_manual_approval,pending_review,52,21,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,胜蓝科技股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）主要业务 公司是一家专注于电子连接器及精密零组件和新能源汽车连接器及其组件的研发、生产及销售的高新技术企业，公司 的主要产品包括消费类电子连接器及组件、新能源汽车连接器及组件、数据通讯类连接器、光学透镜等，主要应用于消费 类电子、新能源汽车、数据通讯等领域。 公司自成立以来始终以客户需求为导向，坚持技术创新，在管理运营上不断追求精益求精，通过了 IATF 16949、 ISO9001、ISO140,胜蓝科技股份有限公司 2025 年半年度报告全文 13 新”等政策、汽车“以旧换新” “报废更新补贴”等政策，激发了国内电子产品及汽车消费市场的消费潜力。 2、存量业务的增长和增量业务的拓展 报告期内，得益于智能手机、PC 等产品市场需求的逐步复苏，新能源汽车产销量的持续高企，以及人工智能算力需 求的迅猛增长推动数据中心基础设施加速升级，公司在消费电子、新能源汽车、人工智能及数据通讯等领域的业务拓展取 得了显著进展，各业务板块协同发展，进一步巩固了市场地位，为未来持续增长奠定了坚实基础。 近年来，随着数据中心算力需,evidence=52; page_citations=21; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,计算机、通信和其他电子设备制造业,新材料 / AI服务器PCB/HBM材料 / beneficiary / data_gap_core_equivalent_quality_pool,strong,core,doubler_data_gap_primary_source_backfilled,Tier B,81,65
300852,四会富仕,v5_hydrated,expansion_core_equivalent_quality_pool,pending_manual_approval,pending_review,83,32,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,四会富仕电子科技股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）主要业务、主要产品及其用途 报告期公司主营业务为印制电路板（PCB）的研发、生产和销售，自公司设立以来主营业务未发生变化。 PCB 被称为电子产品之母，在电子产品中起着支撑与互连的重要作用。公司 PCB 产品类型丰富，覆盖高多层板、HDI 板、厚铜板、金属基板、陶瓷基板、软硬结合板、高频高速板、埋嵌铜块基板等品类，满足下游领域对 PCB 的各种需求。 公司专注于 PCB 制造，以“高品质、,四会富仕电子科技股份有限公司 2025 年半年度报告全文 13 （二）公司所处市场地位 1、专注于高品质 PCB 领域的长期积累 PCB 作为定制化产品，其品质、技术等要求由下游客户需求所决定。通常消费、工业、军工、航天等领域对 PCB 的 品质要求逐步提升。公司自设立之初，即定位于以工业控制与汽车电子为主的产品战略，积极开拓以日系为主的工业控 制与汽车电子客户，以长期稳定可靠性的产品与全球化服务，赢得众多客户信赖，在高品质 PCB 领域树立了良好的市场 声誉。与包括日立、松下、欧姆龙、安川电机等行业知名企业建立了,evidence=83; page_citations=32; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,计算机、通信和其他电子设备制造业,工业软件与基础软件 / 基础软件/工业软件 / bottleneck / expansion_core_equivalent_quality_pool,strong,core,expansion_2025_doubler_discovered,Tier B,90,79
300976,达瑞电子,v5_hydrated,latent_core_equivalent_quality_pool,pending_manual_approval,pending_review,48,20,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,东莞市达瑞电子股份有限公司 2025 年半年度报告全文 10 化程度的提升，推动功能性器件、结构性器件向高性能、轻薄化、集成化技术趋势发展。高端消费电子及新兴 AI 硬件 产品对复杂性能的集成需求，对轻量化材料解决方案提出更高要求。面对需求扩张与技术升级的行业机遇与挑战，公司 快速响应客户产品轻薄化升级需求，通过搭建轻量化材料技术平台，构筑端侧 AI 轻量化结构件的先发优势，以紧抓端 侧 AI 硬件需求爆发的窗口期，并促使公司在技术迭代与市场扩张的良性循环中持续提升竞争力。 2、新能源行业 在“双碳”目标和全球能源,东莞市达瑞电子股份有限公司 2025 年半年度报告全文 10 化程度的提升，推动功能性器件、结构性器件向高性能、轻薄化、集成化技术趋势发展。高端消费电子及新兴 AI 硬件 产品对复杂性能的集成需求，对轻量化材料解决方案提出更高要求。面对需求扩张与技术升级的行业机遇与挑战，公司 快速响应客户产品轻薄化升级需求，通过搭建轻量化材料技术平台，构筑端侧 AI 轻量化结构件的先发优势，以紧抓端 侧 AI 硬件需求爆发的窗口期，并促使公司在技术迭代与市场扩张的良性循环中持续提升竞争力。 2、新能源行业 在“双碳”目标和全球能源,evidence=48; page_citations=20; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,计算机、通信和其他电子设备制造业,新材料 / 关键新材料 / bottleneck / latent_core_equivalent_quality_pool,strong,core,latent_primary_source_backfill_batch1_rerun_v2,Tier B,88,64
300996,普联软件,v5_hydrated,latent_core_equivalent_quality_pool,pending_manual_approval,pending_review,60,19,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,普联软件股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 公司需遵守《深圳证券交易所上市公司自律监管指引第 3 号——行业信息披露》中的“软件与信息技术服务业”的披露要 求 （一）主营业务基本情况 公司主营业务是为大型集团企业提供管理信息化方案及 IT 综合服务，致力于应用云计算、大数据、人工智能等新 一代信息技术，推动企业运营管理数字化、智能化。经过二十多年的沉淀与积累，通过持续的管理创新与新技术研究应 用，形成了有竞争力的信息化综合服务能力，主营业务涵盖解,普联软件股份有限公司 2025 年半年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 公司需遵守《深圳证券交易所上市公司自律监管指引第 3 号——行业信息披露》中的“软件与信息技术服务业”的披露要 求 （一）主营业务基本情况 公司主营业务是为大型集团企业提供管理信息化方案及 IT 综合服务，致力于应用云计算、大数据、人工智能等新 一代信息技术，推动企业运营管理数字化、智能化。经过二十多年的沉淀与积累，通过持续的管理创新与新技术研究应 用，形成了有竞争力的信息化综合服务能力，主营业务涵盖解,evidence=60; page_citations=19; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,软件和信息技术服务业,工业软件与基础软件 / 基础软件/工业软件 / bottleneck / latent_core_equivalent_quality_pool,sufficient,core,latent_primary_source_backfill_batch1_rerun_v2,Tier B,88,65
301013,利和兴,v5_hydrated,false_negative_rescue_core_equivalent_quality_pool,pending_manual_approval,pending_review,66,23,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,深圳市利和兴股份有限公司 2025 年半年度报告全文 10 / 125 等文件中制定了一系列产业发展目标、激励政策和保障措施，提出要聚焦核心基础零部件及元器件，引导产业链上下游 联合攻关，加快推动我国基础电子元器件产业实现高质量发展，保障国家信息技术产业安全。 随着人工智能技术的不断发展，新兴市场应用领域需求持续增长以及国产替代带来的广阔发展空间，近年来，国内 电子元器件行业企业纷纷加大产能规模扩张和技术水平提升的投资，我国电子元件行业正处于加快转型升级、实现由大 到强转变的攻坚阶段，正在向国际化、智能化、高端化的,深圳市利和兴股份有限公司 2025 年半年度报告全文 10 / 125 等文件中制定了一系列产业发展目标、激励政策和保障措施，提出要聚焦核心基础零部件及元器件，引导产业链上下游 联合攻关，加快推动我国基础电子元器件产业实现高质量发展，保障国家信息技术产业安全。 随着人工智能技术的不断发展，新兴市场应用领域需求持续增长以及国产替代带来的广阔发展空间，近年来，国内 电子元器件行业企业纷纷加大产能规模扩张和技术水平提升的投资，我国电子元件行业正处于加快转型升级、实现由大 到强转变的攻坚阶段，正在向国际化、智能化、高端化的,evidence=66; page_citations=23; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,专用设备制造业,高端制造装备 / 专用设备宽口径 / concept_only / false_negative_rescue_core_equivalent_quality_pool,strong,core,false_negative_rescue_backfilled,Excluded,81,70
301018,申菱环境,v5_hydrated,expansion_core_equivalent_quality_pool,pending_manual_approval,pending_review,64,27,3,True,strong,moderate,core_hard_tech_evidence_supported,strong,not_detected_in_existing_artifacts,moderate,strong,True,manual review of upgraded primary-source evidence before any future core-pool action,广东申菱环境系统股份有限公司 2025 年半年度报告全文 10 快手、京东、中金数据、秦淮数据、世纪互联、中联云港、润泽科技、浪潮、普洛斯、万国数据、国防科大、超聚变、 曙光等众多知名客户。 报告期内公司数据服务板块营收同比增长 43.77%。营收的增长主要来自于符合未来发展趋势的高能效创新产品，包 括新一代蒸发冷却产品、相变冷却和液冷产品等，更为重要的是，基于对公司技术创新能力、质量保障能力、快速交付 能力的认可，与 H 公司、字节、腾讯、阿里以及主要 COLO 商等重要头部客户的合作粘性进一步强化。 截至本报告,广东申菱环境系统股份有限公司 2025 年半年度报告全文 11 空调的主要生产基地，其投产将为公司核电产品、油气循环回收产品等特种产品的规模增长带来新的动力，构建更强大 的竞争力。 报告期内公司特种板块营收同比下降 19.60%。主要由于大项目收入结转时点的原因，预期下半年将逐步改善。 （四）公建及商用板块 公建及商用空调主要应用于市政公共建筑、大型商用建筑、高端家用等应用场景。主要产品包括商用冷水机组、商 用组合式空调、商用末端机组、商用单元式空调、热泵及热储产品等。 历年来公司在公建及商用领域已服务于包括深圳市,evidence=64; page_citations=27; sources=3; domain=strong; role=moderate; bottleneck=strong,,,False,False,False,专用设备制造业,其他战略性关键环节 / 国产替代/供应链约束 / bottleneck / expansion_core_equivalent_quality_pool,strong,core,expansion_2025_doubler_discovered,Tier B,89,72
