stock_code,stock_name,review_universe_source,source_file,source_type,source_title,source_date,page,evidence_text,evidence_claim_type,citation_quality,research_only,used_for_signal,used_for_admission
000049,德赛电池,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/000049_德赛电池_2026-04-23_年报_2025年年度报告_1225146147.pdf,annual_report,2025年年度报告,,13,深圳市德赛电池科技股份有限公司 2025 年年度报告全文 13 （1）坚定地加大研发投入，以创新驱动发展 公司坚持以技术创新驱动发展，积极应对日趋激烈的市场竞争环境。近五年来，公司研发投入 保持稳定增长，2025 年研发投入达 10.31 亿元，同比增长 14.63%，研发投入占营业收入的比例为 4.60%。报告期内，各子公司围绕主业持续开展核心关键技术攻关，深度参与客户产品前期设计验证， 紧跟行业发展趋势，持续提升技术能力与产品适用性，巩固与核心客户的长期合作。在储能电芯产 品研发方面，开发兼顾容量、过流温升、大,hard_tech_exposure|architecture_shift|customer_certification|order_or_capacity|revenue_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000049,德赛电池,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/000049_德赛电池_2026-04-23_年报_2025年年度报告_1225146147.pdf,annual_report,2025年年度报告,,17,"深圳市德赛电池科技股份有限公司 2025 年年度报告全文 17 3、费用 单位：元 2025 年 2024 年 同比增减 重大变动说明 销售费用 158,190,420.93 140,875,826.20 12.29% 管理费用 381,669,838.08 374,748,152.92 1.85% 财务费用 95,872,523.63 54,514,846.49 75.86% 主要系汇兑收益同比减少 研发费用 1,030,741,518.21 899,178,663.18 14.63% 4、研发投入 适用 □不",hard_tech_exposure|customer_certification|order_or_capacity|financial_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000049,德赛电池,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/000049_德赛电池_2026-04-23_年报_2025年年度报告_1225146147.pdf,annual_report,2025年年度报告,,18,深圳市德赛电池科技股份有限公司 2025 年年度报告全文 18 主要研发项目名称 项目目的 项目进展 拟达到的目标 预计对公司未来发展 的影响 的研发 新型高可靠性微小 化电池保护板封装 技术的研发 产业化应用 研发阶段 开发新产品，丰富产品 矩阵 主动安全算法模型 构建主动安全预警模型，实现电芯 异常风险提前识别，打造行业独家 核心技术，形成可配套支持储能全 场景的解决方案 研发阶段 掌握关键技术，推广产 品应用 强化公司在储能安全 领域的核心竞争力， 助力储能业务拓展 公司研发人员情况 2025 年 2024 ,hard_tech_exposure|revenue_trace|financial_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000049,德赛电池,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/000049_德赛电池_2026-04-23_年报_2025年年度报告_1225146147.pdf,annual_report,2025年年度报告,,23,"深圳市德赛电池科技股份有限公司 2025 年年度报告全文 23 1） 报告期内以套期保值为目的的衍生品投资 适用 □不适用 单位：万元 衍生品投 资类型 初始投资 金额 期初金额 本期公允 价值变动 损益 计入权益 的累计公 允价值变 动 报告期内 购入金额 报告期内 售出金额 期末金额 期末投资金 额占公司报 告期末净资 产比例 远期外汇 合约 0 5,015.03 35.23 0 26,001.38 31,051.64 0 0.00% 外币期权 0 0 0 0 188,392.07 188,361.89 30",financial_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000049,德赛电池,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/000049_德赛电池_2026-04-23_年报_2025年年度报告_1225146147.pdf,annual_report,2025年年度报告,,26,深圳市德赛电池科技股份有限公司 2025 年年度报告全文 26 质优良的核心竞争力，以大客户为核心支撑、海外市场为增长引擎、场景细分为辅助攻坚，持续优化市 场与业务布局，提高发展质量。公司将继续加快业务和制造基地全球化布局，提升海外本土化能力，充 分把握海外市场增长机会；加大创新研发投入，加速新工艺应用、新项目研发，持续提升市场竞争力； 打造以数据为核心的智能化运营体系，加速业务数字化协同升级，以 AI 大数据驱动制造效率与产品质量 持续优化；增厚人才储备，加快研发、技术人才梯队建设；持续创新，打造系统竞争力，稳中,hard_tech_exposure|architecture_shift|customer_certification|order_or_capacity|financial_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000049,德赛电池,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/000049_德赛电池_2026-04-23_年报_2025年年度报告_1225146147.pdf,annual_report,2025年年度报告,,58,深圳市德赛电池科技股份有限公司 2025 年年度报告全文 58 账款减值测试涉及重大管理层判断，我们将应收账款减值作为关键审计事项。 2. 审计应对 我们对于应收账款采用预期信用损失法计提坏账准备所实施的重要审计程序包括： (1) 了解与应收账款减值相关的关键内部控制，评价这些控制的设计，确定其是否得到执行，并测试 相关内部控制的运行有效性； (2) 针对管理层以前年度就坏账准备所作估计，复核其结果或者管理层对其作出的后续重新估计； (3) 复核管理层对应收账款进行信用风险评估的相关考虑和客观证据，评价管理层是否恰,customer_certification|order_or_capacity|revenue_trace|financial_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000049,德赛电池,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/000049_德赛电池_2026-04-23_日常经营_关于2026年度用自有资金购买银行理财产品的公告_1225152762.pdf,announcement,关于2026年度用自有资金购买银行理财产品的公告,,1,1 证券代码：000049 证券简称：德赛电池 公告编号：2026-009 深圳市德赛电池科技股份有限公司 关于 2026 年度用自有资金购买银行理财产品的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记 载、误导性陈述或重大遗漏。 重要内容提示： 1、投资品种：商业银行发行的风险等级为 R2/PR2 级及以下、安全性高、流动性 好且期限不超过 12 个月的银行理财产品。 2、投资金额：在余额不超过 15 亿元人民币额度内滚动操作。 3、特别风险提示：公司购买的银行理财产品属于中低风险投资,disconfirmation_or_risk,page_level,True,False,False
000049,德赛电池,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_latent_standard_backfill_queue_v1/cninfo_primary_source_pdfs/000049_德赛电池_2026-04-23_日常经营_关于2026年度用自有资金购买银行理财产品的公告_1225152762.pdf,announcement,关于2026年度用自有资金购买银行理财产品的公告,,2,2 6、授权：授权公司管理层在投资授权的有效期和额度范围内签署相关合同及办理 相关事宜。 7、流程：公司及子公司根据公司《投资理财管理制度》规定的流程进行投资理财 活动。 二、银行理财投资审议程序 2026 年 4 月 21 日，公司第十一届董事会第九次会议审议通过了《关于 2026 年度 用自有资金购买银行理财产品的议案》。依据《深圳证券交易所股票上市规则》和《公 司章程》等相关规定，本次银行理财投资事项在公司董事会审议权限内，无需提交公 司股东会审议。 三、银行理财投资风险分析及风控措施 （一）投资风险 公司使,disconfirmation_or_risk,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,10,许继电气股份有限公司 2025 年半年度报告全文 10 智能变配电系统充分应用云计算、大数据、物联网、移动互联、人工智能等新一代信 息技术，结合能源互联网建设需求，搭建状态全面感知、设备全景诊断、故障智能自愈、 无人自主巡检、云边协同应用、信息互联共享的智慧变配电系统、物联网云平台，为电网、 交通、石化、工矿、智慧园区等领域提供自主可控、规划精准、运行高效、运维精益、服 务优质的变配电系统解决方案和成套设备。公司智能变配电系统主要产品包括继电保护系 统、变电站监控系统、智能变电站系统、工业调控系统、智能一二次融合设,hard_tech_exposure|architecture_shift|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,13,许继电气股份有限公司 2025 年半年度报告全文 13 充换电设备及其它制造服务包括电动汽车充换电设备、加工制造服务等业务。面向电 动汽车充换电领域，提供智能充换电设备及整体解决方案，公司是目前国内技术水平较高 的电动汽车智能充换电系统制造商，拥有“国家能源主动配电网技术研发中心”。公司自 主研制的电力电源，拥有完全自主知识产权，采用标准模块化结构工艺，为电网、发电、 工业用电、轨道交通等领域提供稳定可靠的电源成套设备和技术服务。加工制造服务业务 包括机箱、机柜、户外箱体、开关机构、结构产品设计与制造、电子屏柜装联,hard_tech_exposure|customer_certification|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,14,许继电气股份有限公司 2025 年半年度报告全文 14 公司坚持需求驱动生产、计划指导生产，加强合同交付全过程管控。一是根据客户需 求，加强与生产、销售和设计部门的交流沟通，扎实开展生产交付全流程精益项目，进一 步压缩生产周期，生产交付保障能力快速提升；二是通过聚焦核心制造能力，建设先进智 能化产线，提高生产运营效率，支撑核心业务发展；三是依托生产信息一体化管理平台， 持续推进建设精益生产制造体系，实现人员、资金、信息和生产的资源整合，进一步深化 生产管理。 3.销售模式 公司结合行业头部客户集中度、各地区特色经济,hard_tech_exposure|customer_certification|order_or_capacity|revenue_trace|financial_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,15,许继电气股份有限公司 2025 年半年度报告全文 15 机型研制，完成 320kW 组串式光伏逆变器产品型式试验。保护自动化产品方面，新能源集 控系统通过行业鉴定，整体达到国际领先水平。海上风电监控系统实现首次中标，全国产 化直流控保、新原理线路保护、国产铁路广域保护、虚拟电厂运行监控等实现首次应用。 变电站空地协同智能运检系统获评日内瓦国际发明展金奖。计量与量测产品方面，成功研 制全国产化 0.01 级标准电能表，达到国际先进水平。主动防御型低压智能开关系列产品、 基于分布式储能的台区电能质量治理等产品实现首台套,hard_tech_exposure|architecture_shift|customer_certification|order_or_capacity|revenue_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,16,许继电气股份有限公司 2025 年半年度报告全文 16 穿透管理赋能履约交付。动态平衡需求与产能、科学排产，有效保障哈密-重庆等多 个直流输电工程生产进度，高质量完成项目交付。质量保障持续巩固。扎实做好特高压全 生命周期质量管理，产品本质质量稳中向好，特高压设备运行合格率 100%。坚持精益生产 与智能制造“双轮驱动”，推进生产制造数智化转型升级，启动制造中心智能制造规划， 加快许继仪表黑灯工厂线等重点项目实施，以“机器代人”提升生产效率，持续提升智能 制造和履约交付能力。许继电气荣获河南省首届“美豫名品”称号，黑,hard_tech_exposure|architecture_shift|order_or_capacity|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,18,"许继电气股份有限公司 2025 年半年度报告全文 18 □适用 不适用 公司报告期利润构成或利润来源没有发生重大变动。 营业收入构成 单位：元 本报告期 上年同期 同比增 减金额 占营业收入比重 金额 占营业收入比重 营业收入合计 6,447,195,257.35 100% 6,835,568,793.06 100% -5.68% 分行业 电气机械及器材制造业 6,447,195,257.35 100.00% 6,835,568,793.06 100.00% -5.68% 分产品 智能变配电系统 1,846,61",hard_tech_exposure|revenue_trace|financial_trace|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,5,许继电气股份有限公司 2025 年半年度报告全文 5 释义 释义项 指 释义内容 公司、本公司、本企业、许继电气 指 许继电气股份有限公司 中国电气装备 指 中国电气装备集团有限公司 国网、国家电网 指 国家电网有限公司 南网、南方电网 指 中国南方电网有限责任公司 许继集团 指 许继集团有限公司 西电财司 指 西电集团财务有限责任公司 哈表所 指 哈尔滨电工仪表研究所有限公司 许继仪表 指 河南许继仪表有限公司 山东电子 指 中电装备山东电子有限公司 黑龙仪 指 黑龙江省电工仪器仪表工程技术研究中心有限公司 许继,hard_tech_exposure|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,64,"许继电气股份有限公司 2025 年半年度报告全文 64 2013 年 5 月 13 日，以 2012 年末总股本为基数，每 10 股送 3 股，本公司总股本增至 49,175.36 万股。 2014 年 ， 公 司 重 大 资 产 重 组 工 作 实 施 完 成 ， 公 司 总 股 本 由 491,753,600 股 增 至 672,218,206 股。随后，公司实施了以总股本 672,218,206 股为基数，向全体股东每 10 股 派发现金红利 1 元（含税），送红股 3 股（含税），并以资本公积金向全体股东每",hard_tech_exposure|financial_trace|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,73,许继电气股份有限公司 2025 年半年度报告全文 73 量损失准备，并按照账面余额和实际利率计算利息收入；如果信用风险自初始确认后已显 著增加但尚未发生信用减值的，处于第二阶段，本公司按照相当于整个存续期内预期信用 损失的金额计量损失准备，并按照账面余额和实际利率计算利息收入；如果初始确认后发 生信用减值的，处于第三阶段，本公司按照相当于整个存续期内预期信用损失的金额计量 损失准备，并按照摊余成本和实际利率计算利息收入。 对于资产负债表日只具有较低信用风险的金融工具，本公司假设其信用风险自初始确 认后未显著增加。关,customer_certification|revenue_trace|financial_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2025-08-21_半年报_2025年半年度报告_1224525622.pdf,interim_report,2025年半年度报告,,9,许继电气股份有限公司 2025 年半年度报告全文 9 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）报告期所属行业情况 “双碳”目标下，新型电力系统与新型能源体系加速构建，可再生能源装机占比持续 提升，能源供给向多元化、清洁化、低碳化转变，能源消费向高效化、减量化、电气化转 变。新技术与能源产业深度融合，电力装备技术持续迭代升级。电源侧，风光等新能源成 为我国电力新增装机的主体。电网侧，电网投资持续增长，特高压输电项目持续建设，配 电网向源网荷储融合互动方向转变；新型电力系统建设加快推进。负荷侧，,hard_tech_exposure|architecture_shift|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2026-04-11_年报_2025年年度报告_1225096177.pdf,annual_report,2025年年度报告,,10,许继电气股份有限公司 2025 年年度报告全文 10 第三节 管理层讨论与分析 一、报告期内公司从事的主要业务 （一）公司从事的主要业务 公司是中国电力装备行业的领先企业，致力于为国民经济和社会发展提供能源电力高 端技术装备，为清洁能源生产、传输、配送以及高效使用提供全面的技术、产品和服务支 撑。公司聚焦特高压、智能电网、新能源、电动汽车充换电、轨道交通及工业智能化五大 核心业务，先进储能、智能运维、电力物联网、氢能产业等新兴业务，产品广泛应用于电 力系统各环节。公司产品主要分为智能变配电系统、直流输电系统、智能电,hard_tech_exposure|architecture_shift|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2026-04-11_年报_2025年年度报告_1225096177.pdf,annual_report,2025年年度报告,,13,许继电气股份有限公司 2025 年年度报告全文 13 随着“双碳”战略深入实施，电网新能源占比不断提升，新型电力系统建设投入增速加快， 公司拥有从新能源发电到储能的系列产品，能够为客户提供整套解决方案。公司响应国家 新型能源体系建设升级和战略性新兴产业发展战略，围绕构网型技术、新一代电力电子技 术等拓展核心产品，研发了构网型 PCS、制氢电源等新产品，并实现产品落地应用。 充换电设备及其它制造服务包括电动汽车充换电设备、加工制造服务等业务。面向电 动汽车充换电领域，提供智能充换电设备及整体解决方案，公司是目前国内技,hard_tech_exposure|customer_certification|primary_periodic_disclosure,page_level,True,False,False
000400,许继电气,v5_hydrated,/Users/xiwei/stock_research/outputs/research/tech_bottleneck_remaining_primary_source_collection_v1/cninfo_primary_source_pdfs/000400_许继电气_2026-04-11_年报_2025年年度报告_1225096177.pdf,annual_report,2025年年度报告,,16,"许继电气股份有限公司 2025 年年度报告全文 16 成技术 6 项核心技术，“嵌入式软件平台、嵌入式硬件平台、系统软件平台”三大核心基 础平台，创造了数十项“中国第一”和“世界第一”。报告期内，公司持续加大研发投入 力度，研发投入 8.56 亿元，研发投入占营业收入比重为 5.71%。公司通过实施限制性股票 激励计划等方式，激励研发人员创新，吸引留住核心人才，核心技术团队保持稳定。公司 有效授权专利数量为 3,170 件，其中发明专利 2,312 件。 2.全面的系统解决方案能力。公司核心业务产品覆盖电力系统各个",hard_tech_exposure|architecture_shift|customer_certification|revenue_trace|disconfirmation_or_risk|primary_periodic_disclosure,page_level,True,False,False
